x;y;m
488;2;1
489;2;1
490;2;1
491;2;1
492;2;1
493;2;1
494;2;1
495;2;1
496;2;1
497;2;1
498;2;1
499;2;1
500;2;1
501;2;1
502;2;1
503;2;1
504;2;1
505;2;1
506;2;1
507;2;1
508;2;1
509;2;1
510;2;1
511;2;1
512;2;1
513;2;1
514;2;1
515;2;1
516;2;1
517;2;1
518;2;1
519;2;1
520;2;1
521;2;1
522;2;1
523;2;1
524;2;1
525;2;1
526;2;1
527;2;1
528;2;1
529;2;1
530;2;1
531;2;1
532;2;1
533;2;1
534;2;1
535;2;1
536;2;1
537;2;1
538;2;1
539;2;1
540;2;1
541;2;1
542;2;1
543;2;1
544;2;1
545;2;1
546;2;1
547;2;1
548;2;1
549;2;1
550;2;1
551;2;1
552;2;1
553;2;1
554;2;1
555;2;1
556;2;1
557;2;1
558;2;1
559;2;1
560;2;1
561;2;1
562;2;1
563;2;1
564;2;1
565;2;1
566;2;1
567;2;1
568;2;1
569;2;1
570;2;1
571;2;1
572;2;1
573;2;1
574;2;1
575;2;1
576;2;1
577;2;1
578;2;1
579;2;1
580;2;1
581;2;1
582;2;1
583;2;1
584;2;1
585;2;1
586;2;1
587;2;1
588;2;1
589;2;1
590;2;1
591;2;1
592;2;1
593;2;1
594;2;1
595;2;1
596;2;1
597;2;1
598;2;1
599;2;1
422.5;79.97114317029974;1.0
423.5;78.23909236273087;1.0
424.5;76.50704155516199;1.0
425.5;74.77499074759311;1.0
426.5;73.04293994002423;1.0
427.5;71.31088913245536;1.0
428.5;69.57883832488648;1.0
429.5;67.8467875173176;1.0
430.5;66.11473670974873;1.0
431.5;64.38268590217984;1.0
432.5;62.65063509461097;1.0
433.5;60.91858428704209;1.0
434.5;59.18653347947321;1.0
435.5;57.45448267190434;1.0
436.5;55.722431864335455;1.0
437.5;53.99038105676658;1.0
438.5;52.2583302491977;1.0
439.5;50.52627944162882;1.0
440.5;48.79422863405995;1.0
441.5;47.062177826491066;1.0
442.5;45.33012701892219;1.0
443.5;43.598076211353316;1.0
444.5;41.866025403784434;1.0
377.5;79.97114317029974;1.0
379.5;79.97114317029974;1.0
381.5;79.97114317029974;1.0
383.5;79.97114317029974;1.0
385.5;79.97114317029974;1.0
387.5;79.97114317029974;1.0
389.5;79.97114317029974;1.0
391.5;79.97114317029974;1.0
393.5;79.97114317029974;1.0
395.5;79.97114317029974;1.0
397.5;79.97114317029974;1.0
399.5;79.97114317029974;1.0
401.5;79.97114317029974;1.0
403.5;79.97114317029974;1.0
405.5;79.97114317029974;1.0
407.5;79.97114317029974;1.0
409.5;79.97114317029974;1.0
411.5;79.97114317029974;1.0
413.5;79.97114317029974;1.0
415.5;79.97114317029974;1.0
417.5;79.97114317029974;1.0
419.5;79.97114317029974;1.0
421.5;79.97114317029974;1.0
355.0;41.0;1.0
356.0;42.732050807568875;1.0
357.0;44.46410161513775;1.0
358.0;46.19615242270663;1.0
359.0;47.92820323027551;1.0
360.0;49.66025403784438;1.0
361.0;51.392304845413264;1.0
362.0;53.12435565298214;1.0
363.0;54.85640646055102;1.0
364.0;56.588457268119896;1.0
365.0;58.32050807568877;1.0
366.0;60.05255888325765;1.0
367.0;61.78460969082653;1.0
368.0;63.5166604983954;1.0
369.0;65.24871130596428;1.0
370.0;66.98076211353316;1.0
371.0;68.71281292110204;1.0
372.0;70.44486372867091;1.0
373.0;72.17691453623979;1.0
374.0;73.90896534380867;1.0
375.0;75.64101615137754;1.0
376.0;77.37306695894642;1.0
377.0;79.1051177665153;1.0
377.5;2.0288568297002563;1.0
376.5;3.760907637269135;1.0
375.5;5.492958444838013;1.0
374.5;7.22500925240689;1.0
373.5;8.957060059975767;1.0
372.5;10.689110867544644;1.0
371.5;12.42116167511352;1.0
370.5;14.153212482682399;1.0
369.5;15.885263290251276;1.0
368.5;17.617314097820152;1.0
367.5;19.34936490538903;1.0
366.5;21.081415712957906;1.0
365.5;22.813466520526784;1.0
364.5;24.545517328095663;1.0
363.5;26.277568135664538;1.0
362.5;28.009618943233416;1.0
361.5;29.741669750802295;1.0
360.5;31.47372055837117;1.0
359.5;33.205771365940045;1.0
358.5;34.93782217350893;1.0
357.5;36.6698729810778;1.0
356.5;38.401923788646684;1.0
355.5;40.13397459621555;1.0
422.5;2.028856829700256;1.0
420.5;2.0288568297002563;1.0
418.5;2.0288568297002563;1.0
416.5;2.0288568297002567;1.0
414.5;2.028856829700257;1.0
412.5;2.0288568297002576;1.0
410.5;2.028856829700258;1.0
408.5;2.028856829700258;1.0
406.5;2.0288568297002585;1.0
404.5;2.028856829700259;1.0
402.5;2.0288568297002594;1.0
400.5;2.02885682970026;1.0
398.5;2.0288568297002603;1.0
396.5;2.0288568297002603;1.0
394.5;2.0288568297002607;1.0
392.5;2.028856829700261;1.0
390.5;2.0288568297002616;1.0
388.5;2.028856829700262;1.0
386.5;2.0288568297002625;1.0
384.5;2.0288568297002625;1.0
382.5;2.028856829700263;1.0
380.5;2.0288568297002634;1.0
378.5;2.028856829700264;1.0
445.0;40.99999999999997;1.0
444.0;39.267949192431104;1.0
443.0;37.53589838486222;1.0
442.0;35.80384757729335;1.0
441.0;34.07179676972447;1.0
440.0;32.33974596215559;1.0
439.0;30.607695154586715;1.0
438.0;28.87564434701784;1.0
437.0;27.14359353944896;1.0
436.0;25.411542731880086;1.0
435.0;23.679491924311208;1.0
434.0;21.947441116742333;1.0
433.0;20.215390309173454;1.0
432.0;18.48333950160458;1.0
431.0;16.7512886940357;1.0
430.0;15.019237886466824;1.0
429.0;13.287187078897947;1.0
428.0;11.55513627132907;1.0
427.0;9.823085463760194;1.0
426.0;8.091034656191317;1.0
425.0;6.35898384862244;1.0
424.0;4.626933041053565;1.0
423.0;2.8948822334846867;1.0
